Transaction ID,Date,Time,City,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Inventory,Import Cost,Promotion,Holiday
67,2023-05-29,11:24,Hà Nội,CUST067,Female,48,Beauty,4,300,1200,168,192.08,Yes,No
68,2023-02-10,09:05,Đà Nẵng,CUST068,Male,25,Electronics,1,300,300,92,195.52,No,No
69,2023-04-30,12:35,Hà Nội,CUST069,Female,56,Beauty,3,25,75,147,15.82,Yes,Yes
70,2023-02-21,11:18,Hải Phòng,CUST070,Female,43,Clothing,1,300,300,186,199.81,No,No
71,2023-07-14,11:53,Đà Nẵng,CUST071,Female,51,Beauty,4,25,100,57,18.78,No,No
72,2023-05-23,11:40,Hà Nội,CUST072,Female,20,Electronics,4,500,2000,83,351.94,No,No
73,2023-08-21,08:39,Hà Nội,CUST073,Male,29,Electronics,3,30,90,61,19.23,No,No
74,2023-11-22,08:56,Đà Nẵng,CUST074,Female,18,Beauty,4,500,2000,96,387.78,Yes,No
75,2023-07-06,22:55,TP.HCM,CUST075,Male,61,Beauty,4,50,200,174,38.8,No,No
76,2023-03-25,13:23,TP.HCM,CUST076,Female,22,Electronics,2,50,100,47,38.71,No,No
77,2023-07-09,12:36,Đà Nẵng,CUST077,Female,47,Clothing,2,50,100,190,32.39,No,No
78,2023-07-01,17:12,Hà Nội,CUST078,Female,47,Clothing,3,500,1500,166,345.12,Yes,No
79,2023-04-18,10:45,TP.HCM,CUST079,Male,34,Beauty,1,300,300,137,239.1,Yes,No
80,2023-12-10,21:04,Hà Nội,CUST080,Female,64,Clothing,2,30,60,171,22.63,No,No
81,2023-05-17,18:02,Đà Nẵng,CUST081,Male,40,Electronics,1,50,50,96,30.27,No,No
82,2023-12-26,09:42,TP.HCM,CUST082,Female,32,Beauty,4,50,200,120,30.65,No,No
83,2023-12-16,13:14,Hà Nội,CUST083,Male,54,Electronics,2,50,100,91,34.64,Yes,No
84,2023-11-28,19:49,Hà Nội,CUST084,Female,38,Electronics,3,30,90,21,23.46,No,No
85,2023-02-06,21:18,Hà Nội,CUST085,Male,31,Clothing,3,50,150,232,35.39,No,No
86,2023-11-08,14:05,Hà Nội,CUST086,Male,19,Beauty,3,30,90,98,20.99,No,No
87,2023-11-22,16:54,TP.HCM,CUST087,Female,28,Beauty,2,50,100,71,31.05,No,No
88,2023-03-29,10:14,TP.HCM,CUST088,Male,56,Clothing,1,500,500,161,365.68,Yes,No
89,2023-10-01,22:55,Đà Nẵng,CUST089,Female,55,Electronics,4,500,2000,72,382.21,No,No
90,2023-05-06,11:06,TP.HCM,CUST090,Female,51,Electronics,1,30,30,82,20.28,Yes,No
91,2023-03-25,21:24,Hà Nội,CUST091,Female,55,Electronics,1,500,500,91,377.56,No,No
92,2023-08-25,17:17,TP.HCM,CUST092,Female,51,Electronics,4,30,120,50,23.79,No,No
93,2023-07-14,16:29,Đà Nẵng,CUST093,Female,35,Beauty,4,500,2000,171,320.38,No,No
94,2023-05-19,15:40,TP.HCM,CUST094,Female,47,Beauty,2,500,1000,175,352.33,No,No
95,2023-11-24,11:53,Đà Nẵng,CUST095,Female,32,Clothing,2,30,60,214,19.72,Yes,No
96,2023-12-19,10:23,TP.HCM,CUST096,Female,44,Clothing,2,300,600,104,227.57,No,No
97,2023-10-13,11:10,TP.HCM,CUST097,Female,51,Beauty,2,500,1000,73,357.76,No,No
98,2023-04-23,10:23,TP.HCM,CUST098,Female,55,Beauty,2,50,100,125,36.35,Yes,No
99,2023-12-17,18:22,Hà Nội,CUST099,Female,50,Electronics,4,300,1200,48,227.87,Yes,No
100,2023-06-16,12:13,Hà Nội,CUST100,Male,41,Electronics,1,30,30,71,20.38,No,No
101,2023-01-29,09:42,Hà Nội,CUST101,Male,32,Clothing,2,300,600,277,234.91,Yes,No
102,2023-04-28,21:17,TP.HCM,CUST102,Female,47,Beauty,2,25,50,112,17.67,No,No
103,2023-01-17,20:44,Hà Nội,CUST103,Female,59,Clothing,1,25,25,178,15.79,No,No
104,2023-06-11,21:59,TP.HCM,CUST104,Female,34,Beauty,2,500,1000,198,369.59,No,No
105,2023-07-25,22:43,Cần Thơ,CUST105,Female,22,Electronics,1,500,500,67,379.33,Yes,No
106,2023-05-18,10:41,Hà Nội,CUST106,Female,46,Clothing,1,50,50,221,33.17,No,No
107,2023-02-03,12:04,TP.HCM,CUST107,Female,21,Clothing,4,300,1200,241,231.43,No,No
108,2023-04-19,18:38,Đà Nẵng,CUST108,Female,27,Beauty,3,25,75,185,19.53,Yes,No
109,2023-10-18,17:40,Hà Nội,CUST109,Female,34,Electronics,4,500,2000,64,327.69,No,No
110,2023-06-11,10:10,Hà Nội,CUST110,Male,27,Clothing,3,300,900,208,239.01,No,No
111,2023-04-19,18:34,Hà Nội,CUST111,Female,34,Electronics,3,500,1500,90,314.07,No,No
112,2023-12-02,11:46,Hà Nội,CUST112,Male,37,Clothing,3,500,1500,184,320.2,Yes,No
113,2023-09-13,11:15,Cần Thơ,CUST113,Female,41,Electronics,2,25,50,65,15.92,No,No
114,2023-07-22,15:10,Đà Nẵng,CUST114,Female,22,Beauty,4,25,100,166,19.47,Yes,No
115,2023-11-26,16:29,TP.HCM,CUST115,Male,51,Clothing,3,500,1500,169,365.43,Yes,No
116,2023-08-23,16:24,Đà Nẵng,CUST116,Female,23,Clothing,1,30,30,178,18.91,No,No
117,2023-03-15,09:17,Đà Nẵng,CUST117,Male,19,Electronics,2,500,1000,52,344.03,No,No
118,2023-05-16,19:59,Hà Nội,CUST118,Female,30,Electronics,4,500,2000,49,361.53,Yes,No
119,2023-03-13,11:40,Đà Nẵng,CUST119,Female,60,Clothing,3,50,150,130,30.83,Yes,No
120,2023-05-07,10:44,TP.HCM,CUST120,Male,60,Beauty,1,50,50,99,38.82,Yes,No
121,2023-10-15,20:35,Đà Nẵng,CUST121,Female,28,Electronics,4,50,200,60,38.04,Yes,No
122,2023-10-03,21:14,Đà Nẵng,CUST122,Male,64,Electronics,4,30,120,35,21.03,Yes,No
123,2023-05-15,19:43,Hà Nội,CUST123,Female,40,Electronics,2,30,60,88,23.8,Yes,No
124,2023-10-27,18:20,Hà Nội,CUST124,Male,33,Clothing,4,500,2000,295,341.78,No,No
125,2023-08-08,17:53,Hà Nội,CUST125,Male,48,Clothing,2,50,100,276,39.84,No,No
126,2023-10-26,15:49,TP.HCM,CUST126,Female,28,Clothing,3,30,90,147,22.01,No,No
127,2023-07-24,09:49,Đà Nẵng,CUST127,Female,33,Clothing,2,25,50,149,18.17,No,No
128,2023-07-05,13:03,Đà Nẵng,CUST128,Male,25,Beauty,1,500,500,105,316.6,Yes,No
129,2023-04-23,12:14,Hà Nội,CUST129,Female,21,Beauty,2,300,600,173,232.92,No,No
130,2023-03-12,11:52,TP.HCM,CUST130,Female,57,Clothing,1,500,500,170,342.75,No,No
131,2023-09-18,18:02,TP.HCM,CUST131,Female,21,Beauty,2,300,600,200,189.73,No,No
132,2023-09-10,14:51,Hà Nội,CUST132,Male,42,Electronics,4,50,200,87,30.13,No,No
133,2023-02-16,09:20,Hà Nội,CUST133,Male,20,Electronics,3,300,900,96,213.59,No,No
134,2023-01-25,11:25,Hà Nội,CUST134,Male,49,Electronics,1,50,50,56,35.27,No,No
135,2023-02-26,17:17,Cần Thơ,CUST135,Male,20,Clothing,2,25,50,125,18.6,Yes,No
136,2023-03-20,09:04,Hà Nội,CUST136,Male,44,Electronics,2,300,600,44,233.42,No,No
137,2023-11-18,19:13,TP.HCM,CUST137,Male,46,Beauty,2,500,1000,125,307.94,No,No
138,2023-03-23,14:58,TP.HCM,CUST138,Male,49,Clothing,4,50,200,158,37.31,No,No
139,2023-12-15,14:36,TP.HCM,CUST139,Male,36,Beauty,4,500,2000,142,318.74,No,No
140,2023-08-05,16:56,Hải Phòng,CUST140,Male,38,Electronics,1,30,30,42,23.15,Yes,No
141,2023-11-02,19:45,Hải Phòng,CUST141,Female,22,Electronics,1,50,50,58,38.19,No,No
142,2023-02-02,12:20,Hà Nội,CUST142,Male,35,Electronics,4,300,1200,21,212.45,No,No
143,2023-07-17,17:13,TP.HCM,CUST143,Female,45,Clothing,1,50,50,281,37.1,No,No
144,2023-07-15,16:41,Hà Nội,CUST144,Female,59,Beauty,3,500,1500,186,331.44,No,No
145,2023-11-02,11:31,Hà Nội,CUST145,Female,39,Clothing,3,25,75,132,17.36,Yes,No
146,2023-08-28,19:25,Hà Nội,CUST146,Male,38,Clothing,4,50,200,170,38.22,No,No
147,2023-09-28,18:56,TP.HCM,CUST147,Male,23,Electronics,1,300,300,25,207.56,No,No
148,2023-05-09,17:58,TP.HCM,CUST148,Male,18,Clothing,2,30,60,113,20.15,No,No
149,2023-10-11,19:41,Hà Nội,CUST149,Male,22,Clothing,3,25,75,241,17.47,No,No
150,2023-01-06,19:29,Hà Nội,CUST150,Female,58,Electronics,4,30,120,57,22.97,No,No
151,2023-12-15,17:09,Cần Thơ,CUST151,Male,29,Clothing,1,50,50,278,33.35,No,No
152,2023-02-28,19:16,Hà Nội,CUST152,Male,43,Electronics,4,500,2000,36,317.38,Yes,No
153,2023-12-16,17:08,Hà Nội,CUST153,Male,63,Electronics,2,500,1000,82,371.2,No,No
154,2023-10-02,17:15,TP.HCM,CUST154,Male,51,Electronics,3,300,900,33,229.56,No,No
155,2023-05-17,16:47,Hải Phòng,CUST155,Male,31,Electronics,4,500,2000,21,310.06,No,No
156,2023-11-25,18:35,Hà Nội,CUST156,Female,43,Clothing,4,25,100,246,16.2,No,No
157,2023-06-24,10:34,TP.HCM,CUST157,Male,62,Electronics,4,500,2000,56,314.2,No,No
158,2023-02-27,20:16,Đà Nẵng,CUST158,Female,44,Electronics,2,300,600,80,200.88,Yes,No
159,2023-05-31,19:47,Hà Nội,CUST159,Male,26,Clothing,4,50,200,222,34.5,No,No
160,2023-08-11,08:37,TP.HCM,CUST160,Female,43,Clothing,2,50,100,212,37.49,Yes,No
161,2023-03-22,19:27,TP.HCM,CUST161,Male,64,Beauty,2,500,1000,137,365.11,No,No
162,2023-08-21,10:57,TP.HCM,CUST162,Male,39,Clothing,2,30,60,147,21.73,Yes,No
163,2023-01-02,12:37,TP.HCM,CUST163,Female,64,Clothing,3,50,150,113,33.52,No,No
164,2023-05-15,18:25,TP.HCM,CUST164,Female,47,Beauty,3,500,1500,114,384.14,No,No
165,2023-09-14,10:23,Hà Nội,CUST165,Female,60,Clothing,4,300,1200,222,208.28,Yes,No
166,2023-04-02,18:14,Đà Nẵng,CUST166,Male,34,Clothing,4,500,2000,129,397.91,No,No
167,2023-09-17,19:08,Hà Nội,CUST167,Female,43,Clothing,3,50,150,116,36.34,No,No
168,2023-02-24,14:32,Hà Nội,CUST168,Male,53,Clothing,1,300,300,202,187.58,Yes,No
169,2023-11-17,08:31,Hà Nội,CUST169,Male,18,Beauty,3,500,1500,175,367.62,No,No
170,2023-06-02,11:05,TP.HCM,CUST170,Female,25,Clothing,2,25,50,118,16.63,No,No
171,2023-11-24,16:48,TP.HCM,CUST171,Female,52,Clothing,3,300,900,247,221.18,No,No
172,2023-09-17,22:03,Hà Nội,CUST172,Male,32,Beauty,2,25,50,63,15.35,Yes,No
173,2023-11-08,17:55,TP.HCM,CUST173,Male,64,Electronics,4,30,120,39,19.05,Yes,No
174,2023-04-12,11:07,Hà Nội,CUST174,Female,39,Beauty,1,300,300,88,231.34,Yes,No
175,2023-03-20,17:09,TP.HCM,CUST175,Female,31,Electronics,4,25,100,92,16.14,Yes,No
176,2023-07-11,15:40,Hà Nội,CUST176,Female,43,Beauty,2,50,100,127,38.37,Yes,No
177,2023-03-24,18:10,TP.HCM,CUST177,Male,45,Beauty,2,50,100,71,32.79,No,No
178,2023-10-04,09:50,TP.HCM,CUST178,Male,40,Clothing,2,30,60,163,21.86,No,No
179,2023-09-29,18:43,Cần Thơ,CUST179,Male,31,Electronics,1,300,300,35,221.65,No,No
180,2023-01-01,15:27,Hà Nội,CUST180,Male,41,Clothing,3,300,900,242,210.76,No,No
181,2023-11-03,21:38,Hà Nội,CUST181,Male,19,Electronics,4,300,1200,73,198.32,Yes,No
182,2023-06-15,12:04,Hà Nội,CUST182,Male,62,Beauty,4,30,120,107,19.28,Yes,No
183,2023-09-08,17:24,Cần Thơ,CUST183,Female,43,Beauty,3,300,900,183,181.99,No,No
184,2023-01-10,21:24,Đà Nẵng,CUST184,Male,31,Electronics,4,50,200,68,33.04,Yes,No
185,2023-02-27,09:38,Hà Nội,CUST185,Male,24,Clothing,1,25,25,215,18.27,No,No
186,2023-07-05,21:29,TP.HCM,CUST186,Male,20,Clothing,4,50,200,213,39.38,No,No
187,2023-06-07,17:33,Đà Nẵng,CUST187,Female,64,Clothing,2,50,100,176,38.71,No,No
188,2023-05-03,09:16,TP.HCM,CUST188,Male,40,Clothing,3,25,75,250,18.83,No,No
189,2023-01-30,11:35,TP.HCM,CUST189,Male,63,Beauty,1,50,50,159,37.88,No,No
190,2023-05-04,17:55,Hà Nội,CUST190,Female,60,Beauty,3,30,90,128,21.99,No,No
191,2023-10-18,09:00,Hà Nội,CUST191,Male,64,Beauty,1,25,25,195,16.3,No,No
192,2023-02-10,16:43,Đà Nẵng,CUST192,Male,62,Beauty,2,50,100,65,39.07,No,No
193,2023-02-13,12:46,Cần Thơ,CUST193,Male,35,Beauty,3,500,1500,75,367.07,No,No
194,2023-09-06,17:07,TP.HCM,CUST194,Male,55,Clothing,4,50,200,295,35.6,No,No
195,2023-02-05,08:43,Hà Nội,CUST195,Male,52,Clothing,1,30,30,153,18.67,No,No
196,2023-09-30,19:56,Hà Nội,CUST196,Female,32,Clothing,3,300,900,260,206.82,No,No
197,2023-03-06,22:34,TP.HCM,CUST197,Female,42,Clothing,4,50,200,154,34.6,No,No
198,2023-03-07,21:48,Đà Nẵng,CUST198,Female,54,Beauty,3,300,900,117,231.87,No,No
199,2023-12-04,18:17,Đà Nẵng,CUST199,Male,45,Beauty,3,500,1500,70,354.66,Yes,No
200,2023-09-01,10:49,Đà Nẵng,CUST200,Male,27,Beauty,3,50,150,90,33.8,No,No
201,2023-10-09,18:41,TP.HCM,CUST201,Male,56,Electronics,1,25,25,50,19.88,No,No
202,2023-03-26,08:21,Hà Nội,CUST202,Female,34,Clothing,4,300,1200,144,186.64,No,No
203,2023-05-16,08:07,Hà Nội,CUST203,Male,56,Clothing,2,500,1000,241,342.25,Yes,No
204,2023-09-28,12:18,Đà Nẵng,CUST204,Male,39,Beauty,1,25,25,69,15.21,No,No
205,2023-11-07,14:27,TP.HCM,CUST205,Female,43,Clothing,1,25,25,140,18.7,No,No
206,2023-08-05,18:10,Hà Nội,CUST206,Male,61,Clothing,1,25,25,100,19.59,No,No
207,2023-04-19,17:29,Hà Nội,CUST207,Female,42,Beauty,2,25,50,154,16.4,No,No
208,2023-10-04,13:00,TP.HCM,CUST208,Female,34,Electronics,4,50,200,77,38.58,No,No
209,2023-12-20,11:46,Hà Nội,CUST209,Female,30,Electronics,4,50,200,96,32.92,No,No
210,2023-04-13,22:56,Hà Nội,CUST210,Male,37,Electronics,4,50,200,80,39.11,No,No
211,2024-01-01,13:46,TP.HCM,CUST211,Male,42,Beauty,3,500,1500,124,375.4,Yes,No
212,2023-06-09,13:16,TP.HCM,CUST212,Male,21,Clothing,3,500,1500,108,380.49,No,No
213,2023-07-24,10:32,TP.HCM,CUST213,Male,27,Beauty,3,500,1500,109,301.8,Yes,No
214,2023-12-10,18:48,Hà Nội,CUST214,Male,20,Beauty,2,30,60,123,23.78,No,No
215,2023-11-29,17:11,TP.HCM,CUST215,Male,58,Clothing,3,500,1500,280,372.67,Yes,No
216,2023-07-11,11:32,Hà Nội,CUST216,Male,62,Electronics,2,50,100,56,33.05,Yes,No
217,2023-08-13,09:58,Hà Nội,CUST217,Female,35,Electronics,4,50,200,78,38.29,Yes,No
218,2023-09-22,17:06,TP.HCM,CUST218,Male,64,Beauty,3,30,90,68,19.69,Yes,No
219,2023-08-20,17:55,TP.HCM,CUST219,Female,53,Electronics,3,30,90,49,23.24,No,No
220,2023-03-03,11:40,Đà Nẵng,CUST220,Male,64,Beauty,1,500,500,117,311.26,No,No
221,2023-05-07,21:19,TP.HCM,CUST221,Male,39,Beauty,2,300,600,200,222.22,No,No
222,2023-04-26,10:53,TP.HCM,CUST222,Male,51,Clothing,4,30,120,269,21.24,Yes,No
223,2023-02-02,13:40,Hà Nội,CUST223,Female,64,Clothing,1,25,25,150,15.48,Yes,No
224,2023-06-23,21:32,TP.HCM,CUST224,Female,25,Clothing,1,50,50,208,32.42,Yes,No
225,2023-01-11,13:38,Hà Nội,CUST225,Female,57,Beauty,4,25,100,79,15.06,Yes,No
226,2023-10-29,17:12,Hà Nội,CUST226,Female,61,Clothing,1,50,50,239,34.69,No,No
227,2023-10-11,12:09,Hải Phòng,CUST227,Male,36,Electronics,2,50,100,48,33.01,Yes,No
228,2023-04-28,11:23,TP.HCM,CUST228,Female,59,Electronics,2,30,60,39,21.59,No,No
229,2023-10-29,22:48,Đà Nẵng,CUST229,Male,58,Beauty,3,30,90,118,19.78,Yes,No
230,2023-04-23,13:10,TP.HCM,CUST230,Male,54,Beauty,1,25,25,86,16.5,Yes,No
231,2023-01-04,20:34,Đà Nẵng,CUST231,Female,23,Clothing,3,50,150,118,37.43,No,No
232,2023-02-06,11:49,TP.HCM,CUST232,Female,43,Beauty,1,25,25,65,15.24,No,No
233,2023-12-29,10:59,TP.HCM,CUST233,Female,51,Beauty,2,300,600,92,234.17,Yes,No
234,2023-11-20,08:33,TP.HCM,CUST234,Female,62,Electronics,2,25,50,59,19.26,Yes,No
235,2023-01-31,17:58,Hà Nội,CUST235,Female,23,Electronics,2,500,1000,96,366.78,No,No
236,2023-04-28,12:00,TP.HCM,CUST236,Female,54,Clothing,1,25,25,291,17.97,Yes,No
237,2023-02-04,19:38,Hà Nội,CUST237,Female,50,Beauty,2,500,1000,195,389.23,Yes,No
238,2023-01-17,14:20,Hà Nội,CUST238,Female,39,Beauty,1,500,500,123,318.53,No,No
239,2023-06-19,21:31,TP.HCM,CUST239,Male,38,Electronics,3,500,1500,76,307.9,No,No
240,2023-02-06,10:01,Hà Nội,CUST240,Female,23,Beauty,1,300,300,81,194.37,No,No
241,2023-09-21,19:07,Cần Thơ,CUST241,Female,23,Electronics,3,25,75,79,18.97,No,No
242,2023-05-02,18:59,Hải Phòng,CUST242,Male,21,Clothing,1,25,25,276,15.17,No,No
243,2023-05-23,18:23,Cần Thơ,CUST243,Female,47,Electronics,3,300,900,58,214.97,No,No
244,2023-12-09,19:56,TP.HCM,CUST244,Male,28,Beauty,2,50,100,153,39.95,No,No
245,2023-09-06,18:53,Hà Nội,CUST245,Male,47,Clothing,3,30,90,169,23.13,No,No
246,2023-04-20,17:51,Cần Thơ,CUST246,Female,48,Electronics,2,25,50,84,17.61,Yes,No
247,2023-10-04,10:19,TP.HCM,CUST247,Male,41,Electronics,2,30,60,89,18.38,No,No
248,2023-03-09,08:15,Hải Phòng,CUST248,Male,26,Clothing,3,300,900,226,229.88,No,No
249,2023-10-20,21:03,Hải Phòng,CUST249,Male,20,Clothing,1,50,50,212,35.99,No,No
250,2023-10-23,16:15,Đà Nẵng,CUST250,Male,48,Electronics,1,50,50,30,31.15,No,No
251,2023-08-31,18:56,Hà Nội,CUST251,Female,57,Beauty,4,50,200,60,30.94,No,No
252,2023-05-05,14:36,TP.HCM,CUST252,Male,54,Electronics,1,300,300,75,234.58,Yes,No
253,2023-08-31,09:05,Đà Nẵng,CUST253,Female,53,Clothing,4,500,2000,288,366.92,No,No
254,2023-07-28,10:05,Hà Nội,CUST254,Male,41,Electronics,1,500,500,61,382.93,Yes,No
255,2023-04-08,17:46,Hà Nội,CUST255,Male,48,Clothing,1,30,30,254,23.27,No,No
256,2023-02-18,13:31,TP.HCM,CUST256,Male,23,Clothing,2,500,1000,164,357.18,Yes,No
257,2023-02-19,10:52,Cần Thơ,CUST257,Male,19,Beauty,4,500,2000,56,351.74,No,No
258,2023-12-04,14:04,TP.HCM,CUST258,Female,37,Clothing,1,50,50,123,34.3,Yes,No
259,2023-08-09,09:48,TP.HCM,CUST259,Female,45,Clothing,4,50,200,158,33.17,No,No
260,2023-07-01,16:34,Hà Nội,CUST260,Male,28,Beauty,2,30,60,197,20.61,No,No
261,2023-08-05,11:49,TP.HCM,CUST261,Male,21,Clothing,2,25,50,250,18.87,Yes,No
262,2023-07-30,18:08,Hải Phòng,CUST262,Female,32,Beauty,4,30,120,55,21.61,No,No
263,2023-08-28,11:08,Hà Nội,CUST263,Male,23,Beauty,2,30,60,118,23.36,No,No
264,2023-01-28,13:42,TP.HCM,CUST264,Male,47,Clothing,3,300,900,247,206.6,Yes,No
